Date,Open,High,Low,Close,Volume,SMA_9,SMA_22,SMA_50,SMA_200,EMA_9,EMA_21,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ADX_14,ST_Direction,Ichi_Tenkan,Ichi_Kijun,ATR_14
2024-12-18,522.5162036753529,522.5162036753529,515.2348023462949,516.9803466796875,316538,513.544667561849,510.4855527010831,538.0854669189453,,515.2272780135622,516.8915214411452,48.53419189541435,-3.967190727517505,-6.566777421016485,2.5995866934989804,529.5779762296513,490.0343254060909,16.334218923426977,0,515.0103579696093,511.09534307116974,10.768936786559518
2024-12-19,506.20785338196447,521.020019419663,504.8114240123345,519.2744750976562,323756,514.8413560655382,510.6487718061968,536.1015313720703,,516.036717430381,517.108153591737,50.00710424450465,-3.323857213993051,-5.918193379611799,2.594336165618748,529.7751216249715,492.3756992978801,16.063079664313406,0,515.0103579696093,509.2002048549921,10.59081793378517
2024-12-20,524.5610135688041,528.3014655740587,505.9086140599841,508.9508361816406,526477,515.2735866970486,510.1976512562145,533.9879260253906,,514.619541180633,516.3665792817283,43.91618948101714,-3.605480417905369,-5.455650787270513,1.850170369365144,526.3632280383848,498.2114057506777,15.1390101532914,0,516.6312115695475,503.6144444361141,11.406593552666624
2024-12-23,517.678561257578,526.0072767640598,514.0378302609944,520.3218383789062,593889,515.9551866319445,511.399131081321,532.5406213378906,,515.7600006202877,516.7261482905626,50.99616142498547,-2.877948787936248,-4.94011038740366,2.0621615994674123,526.9793306536326,499.3009519391408,14.280945607342394,0,516.6312339554835,503.6144444361141,11.826946786694302
2024-12-24,525.6582186301137,525.6582186301137,513.4394080452581,518.82568359375,292035,516.5481228298611,512.9497209028764,531.145185546875,,516.3731372149801,516.9170151363069,50.09998384458366,-2.394499615831137,-4.430988233089155,2.0364886172580183,525.1402374079934,503.6087494084129,13.538895536629315,0,516.6312339554835,503.6144444361141,11.773511783979124
2024-12-26,519.6734697541126,536.1314587194539,519.6734697541126,529.049560546875,807669,518.3767903645834,514.1217304576527,530.0579614257813,,518.9084218813591,518.0199738099949,55.81427476378992,-1.1728612241510064,-3.7793628313015257,2.60650160715052,527.4540121653818,503.5492257496573,13.256470028777668,0,520.4714413658942,507.4546518465248,12.482413400954767
2024-12-27,531.642914530685,541.2683687610497,529.1492798471452,530.1965942382812,478568,520.4658983018663,515.7607283158736,529.1821960449219,,521.1660563527436,519.1269393034754,56.41728020848664,-0.1108699250968356,-3.045664250060588,2.934794324963752,529.7923286122168,503.3105491954005,13.408361798292862,0,523.0398963866921,510.0231068673228,12.877833787718137
2024-12-30,531.493240876658,536.5304313453148,525.6581604118419,531.6428833007812,323610,521.6018846299913,516.9032662131569,527.8096997070312,,523.2614217423511,520.2647523941396,57.2102248364501,0.8378115013712204,-2.2689690997742264,3.106780601145447,531.8163053645484,502.32392595869385,13.179933060246771,0,523.0398963866921,510.0231068673228,12.639161222165168
2024-12-31,536.6302037529559,558.5741897800285,531.6429342013486,536.7798461914062,1930206,523.5580071343315,518.1568867076527,526.9339367675781,,525.9651066321621,521.7661245575274,59.99433272401322,1.9813189293220148,-1.4189114939549785,3.400230423276993,534.8746197153793,500.7268848012224,14.46617069697844,0,531.6928068961815,525.6581942380151,13.768425692713189
2025-01-01,540.6199968548783,546.4550776350824,537.1289083143025,541.2184448242188,575658,526.2511291503906,519.0636638294567,526.1150256347656,,529.0157742705735,523.5345173090448,62.27815900523441,3.2087264184613105,-0.4933839114717204,3.702110329933031,539.0489723320236,499.0611259345781,15.660534216800704,0,531.6928068961815,525.6581942380151,13.910913135841424
2025-01-02,543.013883962002,543.512610872004,534.6352475220697,539.2235107421875,425782,528.4676886664497,519.8389545787464,525.4985986328124,,531.0573215648964,524.9607894393304,60.60357420758352,3.974663739095604,0.4002256186417444,3.57443812045386,542.0187167029432,498.84434787225206,16.49091720089655,0,532.2414019200063,525.6581942380151,13.9429750091184
2025-01-03,539.1237983667755,547.4525135456108,536.3309398018802,538.7247924804688,391512,531.7759060329861,520.8658766313033,525.3918701171875,,532.5908157480109,526.2120624430702,60.16801373768794,4.489677975249151,1.2181160899632255,3.2715618852859256,544.4051245991471,499.205922764134,17.51214286598977,0,536.0067989126433,530.0719309103073,14.117525916547928
2025-01-06,539.2734569757351,539.4230385277755,517.2795505278185,525.508544921875,978928,532.3522067599827,521.4938174161044,524.9350354003906,,531.1743615827837,526.1481063047797,49.92738509739063,3.787727181518676,1.732038308274316,2.05568887324436,544.3293398133904,501.0721341856329,16.587180011411178,0,536.0067989126433,530.0719309103073,14.431013161743987
2025-01-07,525.6581645966382,528.550805034554,521.6683493055822,524.7105712890625,373537,533.0060831705729,522.1058904474431,524.4971520996094,,529.8816035240395,526.0174213033508,49.3808916862585,3.1309447350209894,2.0118195936236507,1.1191251413973389,543.6600461740155,503.7064089041095,15.728285932159627,0,537.9268701539236,530.0719309103073,14.370455174043176
2025-01-08,527.2540921915726,529.0994183819394,517.2296929576444,519.7233276367188,461414,531.9698350694445,522.6567563143643,524.2457934570313,,527.8499483465754,525.4452309700206,45.99252727077427,2.1828485128198736,2.046025377462896,0.1368231353569782,543.5321643484468,504.3878795968657,14.66280032345496,0,537.9019413688364,530.0719309103073,14.698192609417248
2025-01-09,518.9752237917767,526.1569036574591,513.888233530117,523.6632690429688,452568,531.243910047743,523.5023248845881,524.1709838867188,,527.0126124858541,525.2832344311977,48.97144374129305,1.7294596359494108,1.9827122291601984,-0.2532525932107878,543.4138078936813,505.5236371746781,13.956825205829364,0,536.2312116550727,530.0719309103073,14.416769375132512
2025-01-10,523.4637869286648,527.2540995175723,514.2871990062156,522.1172485351562,584849,530.1855061848959,523.8627707741477,523.9415698242187,,526.0335396957146,524.9954175315576,47.85599155158361,1.2312022174252206,1.8324102268132032,-0.6012080093879826,543.095127260401,506.7948873880365,13.196888396781503,0,536.2312116550727,530.0719309103073,13.743487160652656
2025-01-13,514.8358330892352,516.1823714454529,506.7065597957296,508.9009704589844,744195,527.0878533257378,523.6542122580788,522.9291534423828,,522.6070258483685,523.5322859795054,39.56040052400186,-0.2274911874085319,1.4204299439688564,-1.6479211313773885,543.3917506263633,506.2488987876991,13.14053762224372,0,527.0795366706702,530.0719309103073,13.625933457581755
2025-01-14,508.75132994554855,516.3320158217449,499.7742451909294,511.2449645996094,412572,523.7574666341146,523.5930037064986,521.8738464355469,,520.3346135986167,522.4152567631512,41.49735128509516,-1.1807643658761435,0.9001910819998564,-2.080955447876,543.809588599412,504.81365663984576,13.61844182118888,0,523.6133793682701,529.174217485479,13.935859175150329
2025-01-15,515.6836738032616,516.3320431995973,506.8562005718453,513.5391235351562,450034,520.9036458333334,523.6904810125178,520.8524536132812,,518.9755155859245,521.6083355606062,43.40894867417604,-1.7311649824567894,0.3739198691085273,-2.1050848515653167,543.9976152171055,504.0620680104337,14.0622069207813,0,523.6133793682701,529.174217485479,13.376578282439471
2025-01-16,517.5788380232576,523.5136398520137,513.0902956036756,516.2322387695312,259154,518.4044731987847,523.4547188498757,520.1312939453124,,518.4268602226459,521.1195994886903,45.65389241449313,-1.9278267575773496,-0.0864294562286481,-1.8413973013487015,544.0185305938793,503.96634184264406,13.683286119365958,0,519.5986418593525,529.174217485479,13.24833085630829
2025-01-17,515.6337741497885,524.3116347234027,512.9904971250364,522.46630859375,389275,518.0664469401041,523.6043354381214,519.4889331054687,,519.2347498968668,521.2420275891502,50.54461158259263,-1.5626322448985093,-0.3816700139626204,-1.180962230935889,544.0703964801287,504.233659306004,13.246464852260583,0,514.4368317864344,529.174217485479,13.280392760943528
2025-01-20,523.5136509366467,525.3091166462982,519.82312023954,521.5686645507812,127727,517.7173461914062,523.8128953413529,518.6799987792969,,519.7015328276498,521.2717218583894,49.84898246313359,-1.330310345288467,-0.5713980802277898,-0.7589122650606772,543.4329298442194,506.1329087788274,12.72936121176776,0,514.4368317864344,529.174217485479,11.74858489862288
2025-01-21,519.7731922066183,528.6006955672143,518.8256597249853,526.1569213867188,393173,518.4321899414062,524.1257338090377,518.3638061523437,,520.9926105394636,521.7158309064192,53.38078260213717,-0.7671167407864914,-0.6105418123395302,-0.1565749284469612,543.6130715648604,506.53627535896754,11.877903820597671,0,514.1874703790718,529.174217485479,11.755713784233803
2025-01-22,527.6531069070271,527.6531069070271,514.6862063592174,519.224609375,662351,517.9390055338541,524.5927234996449,517.9269213867187,,520.639010306571,521.4893562217447,47.89292542346233,-0.8701310659344017,-0.6624596630585046,-0.2076714028758971,543.6055461881433,506.5836933138098,11.528479755612471,0,514.1874703790718,529.174217485479,12.047823584082048
2025-01-23,518.7259015438628,519.1747679860845,514.4368618421192,515.3345947265625,301546,517.1853773328993,524.3660306063565,517.4700891113281,,519.5781271905693,520.9298324494555,45.09155283924418,-1.2512388303453008,-0.7802154965158639,-0.4710233338294369,543.3148432585109,505.5028996614108,11.230745654641098,0,514.1874703790718,529.174217485479,11.595407426164195
2025-01-24,515.6836649664128,517.8282151977687,508.7014876844691,512.2922973632812,317625,517.5621914333767,524.0690585049716,517.2596252441406,,518.1209612251117,520.144601987076,42.97443611482356,-1.7782587906400522,-0.9798241553407016,-0.7984346352993505,542.9537418790637,504.07357135335815,11.554003296066185,0,514.1874703790718,529.174217485479,10.665638819974388
2025-01-27,508.8510993037504,511.1951220489258,500.42263214072375,505.3101501464844,346020,516.9027676052517,522.9899943958629,516.986323852539,,515.5587990093863,518.7960154561131,38.506050810596165,-2.7278815142550457,-1.3294356271235706,-1.398445887131475,542.8480962700089,501.5459436469832,12.597261635080852,0,514.511663853969,529.174217485479,11.021868069516223
2025-01-28,505.3101418198767,521.3192948617282,502.4673921732043,511.0454711914063,571819,516.6256951226128,522.1194888028232,516.8785980224609,,514.6561334457904,518.091420522958,43.68583310425095,-2.983282464908143,-1.6602049946804849,-1.3230774702276582,540.9329375670471,500.8876648499451,12.305461846235945,0,514.511663853969,529.174217485479,11.520595016961144
2025-01-29,523.6632698460629,534.6352621666471,523.6632698460629,530.6454467773438,919560,518.2271626790365,522.0741507790306,517.1778338623047,,517.8539961121011,519.2326956369931,57.01208419935976,-1.5858545878817267,-1.6453349133207331,0.0594803254390066,538.6259945667043,502.1373080456004,12.100253959601512,0,517.5289471536854,529.174217485479,12.32924650609676
2025-01-30,534.0867134866603,537.6276627256929,527.2541176087678,533.338623046875,471358,519.4351976182726,521.9177315451882,517.4670965576172,,520.9509214990559,520.515052674255,58.46648125569933,-0.2580909979083117,-1.367886130238249,1.109795132329937,537.207429943477,502.9673838992964,12.15864099408033,0,519.0251474332083,529.174217485479,12.144006835065923
2025-01-31,533.3385990589835,540.2709156651513,523.8129267301034,538.92431640625,633567,521.3636033799913,521.8134529807351,518.367797241211,,524.5456004804947,522.1886221044364,61.38454483537377,1.230703205216514,-0.8481682631472965,2.0788714683638108,537.2633051254365,502.9314611099151,11.84596865298896,0,520.3467739029375,529.174217485479,12.218813991896011
2025-02-01,542.6149181936195,542.6149181936195,530.7951139047227,533.7874755859375,459485,522.2114427354601,521.5663604736328,519.3492926025391,,526.3939755015833,523.2430633300274,57.39112936531428,1.97333582649776,-0.2838674452182853,2.257203271716045,538.6010946975612,502.4215646041967,11.768331671614083,0,521.5187751671716,529.174217485479,11.880387824616102
