Date,Open,High,Low,Close,Volume,SMA_9,SMA_22,SMA_50,SMA_200,EMA_9,EMA_21,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ADX_14,ST_Direction,Ichi_Tenkan,Ichi_Kijun,ATR_14
2024-12-18,291.6155716211458,294.0066736465039,288.1285389661828,289.5233459472656,309822,296.61917792426215,284.9675591208718,291.7371090698242,,293.6575007974609,291.4439963112233,48.7401724487337,1.6679685962762392,1.0025750831707616,0.6653935131054776,315.4640880525896,258.5264011441878,20.0278185311712,0,297.99186043374016,288.0537991400704,9.489711493456891
2024-12-19,283.2964975990524,287.63038705644124,283.14705942559306,286.5842590332031,204640,295.0306396484375,285.82573006369853,291.2937576293945,,292.2428524446093,291.0022020132215,46.84424020686455,1.0328507215393756,1.0086302108444845,0.0242205106948911,312.9634660750973,264.0956098526371,19.255937962552387,0,296.2981505059956,281.87677692798485,9.471920826437271
2024-12-20,285.9366958471829,289.17465494649764,279.1619012781144,285.6876220703125,662177,293.39782375759546,286.91712604869497,290.6820327758789,,290.93180636975,290.51905838204794,46.25313361248437,0.4519542731071055,0.8972950232970087,-0.4453407501899031,310.4395005655534,269.14020219323567,18.06741453185611,0,294.3055714322562,281.87677692798485,9.66050484876406
2024-12-23,288.12854850429875,292.3129695860671,277.9663265544804,291.167236328125,765941,292.75023396809894,288.5202553488991,290.24067474365233,,290.97889236142504,290.5779836498731,50.374423840037984,0.428805722700929,0.8035971631777928,-0.3747914404768638,308.6204377517283,273.3852446213186,17.303120714309895,0,293.7077840704393,281.87677692798485,9.849088832583314
2024-12-24,291.167227768244,296.9457268846456,289.5233470200015,293.8074035644531,281742,291.5048658582899,290.03507579456675,289.8302011108398,,291.54459460203066,290.8715672784713,52.27334604122717,0.6163943505205793,0.7661566006463502,-0.1497622501257708,306.1294758035816,278.48151662805907,17.069627900891582,0,291.4910244544235,281.87677692798485,9.859763011378975
2024-12-26,295.05275991002225,304.8662717988278,292.113707885387,302.0268249511719,821024,292.34064398871527,291.6314114657316,289.6289486694336,,293.64104067185895,291.88568161235315,57.70004807220956,1.412021399171465,0.8953295603513731,0.5166918388200918,305.8117464590193,281.3846280526995,17.57129399493194,0,291.4162991766541,281.87677692798485,10.268955570955228
2024-12-27,304.76665914589097,317.2203476563026,302.32575444055806,314.6299743652344,2546174,295.00296359592016,293.7621238014915,289.6608303833008,,297.838827410534,293.9533445898878,64.38671311854448,3.024663952949311,1.321196438870961,1.70346751407835,309.8624597127089,280.25803894451764,18.9277279981391,0,297.59333710539147,285.7623299629371,10.29742237164348
2024-12-30,318.31624082919086,336.3491857489296,314.978646620659,318.0173645019531,8461716,297.1837395562066,295.66414018110794,289.9178744506836,,301.87453482881784,296.1409827637119,65.944910732397,4.523880392565388,1.9617332296098464,2.562147162955542,313.8249483867301,279.7228055195199,21.161551212337272,0,307.15775615170503,295.3267490092506,11.443159321276005
2024-12-31,317.81812327153733,322.7995985579251,306.9086802325433,321.5542297363281,1433058,300.33314005533856,297.3080264004794,290.3253591918945,,305.81047381031993,298.4512779430407,67.54179328369821,5.929069070305161,2.7552003977489097,3.1738686725562517,318.1663619875638,278.85846101048304,22.28105886373903,0,307.15775615170503,299.5610037605716,12.012470817288508
2025-01-01,317.9177540569347,326.5357000913337,313.6336671326327,319.31256103515625,797064,303.643052842882,298.9247422651811,290.69697723388674,,308.5108912552872,300.3477582241421,65.44710692133597,6.783610057383271,3.560882329675782,3.222727727707489,321.3616663131306,277.9745611038616,23.51228120854214,0,307.15775615170503,300.88109460327223,11.969772038355645
2025-01-02,319.56161434756217,320.4582737472925,309.8477383073791,311.0433044433594,796874,306.3607245551215,300.0274588844993,291.01778411865234,,309.0173738929017,301.3200806077073,58.268208520439096,6.716160332729828,4.191937930286592,2.524222402443236,322.6017814246609,278.13424152455786,24.214004820766043,0,307.15775615170503,301.6781315702457,11.870142916454853
2025-01-03,313.83294577942945,314.7296052578968,304.06926629476334,306.7094421386719,809956,308.6964823404948,300.5052282159979,291.41929107666016,,308.5557875420557,301.8100225650677,54.87113739246152,6.24105645768168,4.60176163576561,1.63929482191607,323.1966625656446,278.8146197829882,24.219063411165312,0,307.15775615170503,304.76665206969426,11.91995633633251
2025-01-06,306.85888863564884,316.8218395653777,297.4937208426064,299.0877990722656,1172594,309.5765448676215,300.59806685014206,291.6554135131836,,306.66218984809774,301.5625477020857,49.41494730938367,5.18970660774346,4.7193506301611805,0.4703559775822796,323.12360198235405,278.7083499219428,23.541949370413587,0,312.9362663844655,307.15775615170503,12.176144763759364
