Date,Open,High,Low,Close,Volume,SMA_9,SMA_22,SMA_50,SMA_200,EMA_9,EMA_21,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,ADX_14,ST_Direction,Ichi_Tenkan,Ichi_Kijun,ATR_14
2024-12-18,4538.022046932636,4541.554899384884,4388.812337462232,4399.1162109375,1240240,4532.395779079861,4370.646517666904,4309.825517578125,,4500.77691548091,4427.762003475902,49.73567519246302,77.46036764108612,75.8070889505214,1.6532786905647183,4770.021945122919,4047.0955597598936,21.277429415703036,0,4527.497232012405,4256.652454837245,83.16704460686924
2024-12-19,4317.273950252877,4359.961424482292,4293.2804541079,4303.19189453125,1084324,4513.363661024306,4384.3515625,4310.15525390625,,4461.259911290978,4416.437448117297,43.20690611549156,57.34495842140677,72.11466284469847,-14.7697044232917,4709.029774506833,4147.502500883793,20.54513686939854,0,4479.73129033524,4256.652454837245,85.2383651741884
2024-12-20,4303.09329979619,4337.439540501519,4097.015855564217,4111.93212890625,1598164,4466.614583333333,4390.28632146662,4306.301611328125,,4391.394354814033,4388.755146370839,33.70625480704071,25.674329342781675,62.82659614431512,-37.15226680153344,4691.361868152751,4172.9081513785,21.208725256711208,0,4381.598991063398,4256.652454837245,96.63219057510187
2024-12-23,4159.820162641793,4170.467592459463,4072.482584327304,4147.06298828125,947680,4422.814832899306,4401.105357776989,4301.27232421875,,4342.528081507477,4366.783131999057,36.46957864366334,3.3710351789841297,50.935483951248926,-47.5644487722648,4700.770399369909,4157.223936567591,21.963597936801165,0,4369.332355444941,4256.652454837245,99.17311090068377
2024-12-24,4175.52184954842,4201.526862242435,4127.1917787869015,4137.44677734375,947702,4375.5478515625,4405.782270951705,4296.75923828125,,4301.511820674732,4345.934372484939,36.02690257471574,-14.908577191416043,37.766671722715934,-52.67524891413198,4716.75525124131,4126.681223368064,22.322348667231505,0,4369.332355444941,4261.902588489526,94.87983025057407
2024-12-26,4153.932441999575,4165.708295839404,4116.642238173451,4150.20361328125,637396,4328.515299479167,4403.072443181818,4291.296220703125,,4271.250179196036,4328.140667102785,37.117362526330986,-28.0426731653306,24.60480274510663,-52.64747591043722,4728.67093034705,4090.679020824825,22.723918892871104,0,4369.332355444941,4261.902588489526,93.91603217256124
2024-12-27,4160.80254664961,4212.81257848273,4124.690112437355,4154.27685546875,873116,4280.943142361111,4397.220237038352,4284.583017578125,,4247.855514450579,4312.334866045146,37.48378907804593,-37.68841367506138,12.146159461073028,-49.83457313613441,4737.028976328375,4059.407205312251,22.554318658040472,0,4350.196877858721,4261.902588489526,95.92772124350806
2024-12-30,4159.820684948134,4170.615218454723,3974.350972880383,4004.821044921875,3291426,4216.034152560764,4379.6635187322445,4273.293901367188,,4199.248620544839,4284.379064124848,30.4682512678891,-56.73852102773435,-1.6307766366884469,-55.10774439104591,4760.6103465475335,3996.985088022778,23.360918985480023,0,4301.13107213526,4289.894492937005,103.22102718022175
2024-12-31,4004.821106091116,4120.469670813974,4004.771992112897,4100.3037109375,901281,4167.595024956598,4366.7948441938925,4266.616000976563,,4179.459638623371,4267.644941107816,38.40041526104972,-63.40037512869367,-13.984696335089492,-49.41567879360417,4763.608123053096,3961.956989251592,24.10990500381675,0,4257.952936132633,4320.26654972148,108.05753884270857
2025-01-01,4100.303824863121,4109.037488335088,4049.912881809996,4092.30615234375,696846,4133.505018446181,4353.116554953836,4259.658432617188,,4162.028941367446,4251.705051220173,38.00928999921776,-68.53524697448847,-24.89480646296929,-43.64044051151919,4762.508291887831,3928.843099713731,24.80539202084371,0,4167.156198681338,4320.26654972148,107.48275136234722
