Ticker,Sector,Latest_Headline,Forecast_Score,Forecast_Direction,Actual_Direction,Actual_Return_Pct,Streak_Days,Streak_Return,Momentum,Date,News_Source,News_Time,Headline_Count,Severity,Impact,Signal_Quality,News_URL,Technical_Score,Tech_Signals,Fundamental_Score,Fund_Concern,Macro_Score,Macro_Context,Composite_Score,Composite_Direction,Composite_Severity,BT_Swing,BT_1M,BT_3M,BT_6M,BT_1M_N,BT_Total_Preds,BT_Forward_Days,BT_Threshold,BT_Category,Est_Horizon,BT_ATR_Pct,BT_SL_Level,TR_total_trades,TR_wins,TR_losses,TR_win_rate,TR_avg_win_pct,TR_avg_loss_pct,TR_profit_factor,TR_total_return_pct,TR_avg_holding_days,TR_long_trades,TR_short_trades,TR_long_win_rate,TR_short_win_rate,TR_stop_loss_exits,TR_signal_flip_exits,Tech_Score,News_Score,Fund_Score,Direction_Label,Horizon,Category,Hit,BT_Accuracy,BT_PF,BT_Trades,BT_Signal_Rate,N_Catalysts,News_Direction,Corrected,BT_Avg_SL,Momentum_Direction
AFFLE,,,,,,0.71,,,,2026-07-09,,,,,,,,,,,,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,-0.59,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,0.3,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,-3.34,,,,2026-07-09,,,,,,,,,,,,0.5,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,13.0,POSITIVE,,MID,,,,,,,,,,1.0
BSE,,,,,,1.78,,,,2026-07-09,,,,,,,,,,,,-1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.3,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,-0.34,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,-0.28,,,,2026-07-09,,,,,,,,,,,,0.8,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,2.59,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-1.57,,,,2026-07-09,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.7,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,3.68,,,,2026-07-09,,,,,,,,,,,,5.1,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,4.3,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,3.3,,,,2026-07-09,,,,,,,,,,,,0.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,4.2,,,,2026-07-09,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ELGIEQUIP,,,,,,2.28,,,,2026-07-09,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
ENDURANCE,,,,,,1.45,,,,2026-07-09,,,,,,,,,,,,-5.2,,-26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,5.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
GABRIEL,,,,,,1.88,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MEDANTA,,,,,,3.32,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,2.62,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,4.83,,,,2026-07-09,,,,,,,,,,,,0.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
HSCL,,,,,,1.44,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,-0.34,,,,2026-07-09,,,,,,,,,,,,-1.5,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,10.0,POSITIVE,,MEGA,,,,,,,,,,1.0
INDHOTEL,,,,,,1.18,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,1.99,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,1.31,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,6.91,,,,2026-07-09,,,,,,,,,,,,15.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.4,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,1.8,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.7,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,1.64,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MARICO,,,,,,2.37,,,,2026-07-09,,,,,,,,,,,,0.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,1.52,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MSUMI,,,,,,-1.3,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,0.87,,,,2026-07-09,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,1.58,,,,2026-07-09,,,,,,,,,,,,-1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,0.81,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,-0.07,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.0,13.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,4.43,,,,2026-07-09,,,,,,,,,,,,-1.5,,-25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,5.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
NETWEB,,,,,,2.76,,,,2026-07-09,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,0.17,,,,2026-07-09,,,,,,,,,,,,15.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,-1.36,,,,2026-07-09,,,,,,,,,,,,-0.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,1.2,,,,2026-07-09,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PAGEIND,,,,,,-1.93,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,0.72,,,,2026-07-09,,,,,,,,,,,,0.8,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,9.0,POSITIVE,,LARGE,,,,,,,,,,1.0
RRKABEL,,,,,,0.83,,,,2026-07-09,,,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,0.73,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,-3.29,,,,2026-07-09,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,1.05,,,,2026-07-09,,,,,,,,,,,,-5.2,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,-0.39,,,,2026-07-09,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-15.5,10.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,-0.68,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,2.0,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.6,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,3.91,,,,2026-07-09,,,,,,,,,,,,5.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
ZFCVINDIA,,,,,,-1.37,,,,2026-07-09,,,,,,,,,,,,-5.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,0.96,,,,2026-07-09,,,,,,,,,,,,5.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,3.66,,,,2026-07-09,,,,,,,,,,,,3.0,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
AIAENG,,,,,,-0.09,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,0.84,,,,2026-07-10,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,-0.09,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,0.15,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,1.09,,,,2026-07-10,,,,,,,,,,,,1.1,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,0.16,,,,2026-07-10,,,,,,,,,,,,-2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.4,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,2.13,,,,2026-07-10,,,,,,,,,,,,1.1,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,3.0,POSITIVE,,MEGA,,,,,,,,,,1.0
BIKAJI,,,,,,0.18,,,,2026-07-10,,,,,,,,,,,,0.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,2.87,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-0.16,,,,2026-07-10,,,,,,,,,,,,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.7,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,-1.44,,,,2026-07-10,,,,,,,,,,,,4.5,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,0.82,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,2.33,,,,2026-07-10,,,,,,,,,,,,1.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,-0.42,,,,2026-07-10,,,,,,,,,,,,4.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.3,8.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ELGIEQUIP,,,,,,-2.1,,,,2026-07-10,,,,,,,,,,,,1.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
ENDURANCE,,,,,,-0.75,,,,2026-07-10,,,,,,,,,,,,-5.3,,-26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,5.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
GABRIEL,,,,,,-0.26,,,,2026-07-10,,,,,,,,,,,,-5.3,,-26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,2.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
MEDANTA,,,,,,-0.85,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,0.88,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,2.38,,,,2026-07-10,,,,,,,,,,,,1.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
HSCL,,,,,,1.6,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,1.6,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,2.85,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,0.96,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,0.16,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,2.4,,,,2026-07-10,,,,,,,,,,,,16.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,88.7,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,-0.28,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.41,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,-0.27,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,-1.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MARICO,,,,,,-0.88,,,,2026-07-10,,,,,,,,,,,,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.2,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,0.62,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MSUMI,,,,,,-0.2,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,2.68,,,,2026-07-10,,,,,,,,,,,,4.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,-0.53,,,,2026-07-10,,,,,,,,,,,,-2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-95.2,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,0.59,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,1.53,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,0.3,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NETWEB,,,,,,0.43,,,,2026-07-10,,,,,,,,,,,,4.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,2.75,,,,2026-07-10,,,,,,,,,,,,16.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,0.54,,,,2026-07-10,,,,,,,,,,,,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.4,15.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,4.64,,,,2026-07-10,,,,,,,,,,,,4.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
PAGEIND,,,,,,-3.0,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,0.38,,,,2026-07-10,,,,,,,,,,,,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,0.86,,,,2026-07-10,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,1.13,,,,2026-07-10,,,,,,,,,,,,-0.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,4.93,,,,2026-07-10,,,,,,,,,,,,-0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,0.53,,,,2026-07-10,,,,,,,,,,,,-5.3,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,0.95,,,,2026-07-10,,,,,,,,,,,,4.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,-0.04,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,1.0,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,0.82,,,,2026-07-10,,,,,,,,,,,,4.5,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
ZFCVINDIA,,,,,,0.96,,,,2026-07-10,,,,,,,,,,,,-5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,-0.71,,,,2026-07-10,,,,,,,,,,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,4.2,,,,2026-07-10,,,,,,,,,,,,4.8,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
AIAENG,,,,,,1.04,,,,2026-07-13,,,,,,,,,,,,1.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,3.98,,,,2026-07-13,,,,,,,,,,,,5.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,-1.5,,,,2026-07-13,,,,,,,,,,,,1.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,-0.96,,,,2026-07-13,,,,,,,,,,,,-0.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,0.99,,,,2026-07-13,,,,,,,,,,,,1.6,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,-0.19,,,,2026-07-13,,,,,,,,,,,,-1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.2,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,-0.98,,,,2026-07-13,,,,,,,,,,,,1.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,0.02,,,,2026-07-13,,,,,,,,,,,,0.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,3.26,,,,2026-07-13,,,,,,,,,,,,1.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-13.4,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-0.08,,,,2026-07-13,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,1.26,,,,2026-07-13,,,,,,,,,,,,3.9,,-24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,5.0,NEGATIVE,,MID,,,,,,,,,,-1.0
