Ticker,Sector,Latest_Headline,Forecast_Score,Forecast_Direction,Actual_Direction,Actual_Return_Pct,Streak_Days,Streak_Return,Momentum,Date,News_Source,News_Time,Headline_Count,Severity,Impact,Signal_Quality,News_URL,Technical_Score,Tech_Signals,Fundamental_Score,Fund_Concern,Macro_Score,Macro_Context,Composite_Score,Composite_Direction,Composite_Severity,BT_Swing,BT_1M,BT_3M,BT_6M,BT_1M_N,BT_Total_Preds,BT_Forward_Days,BT_Threshold,BT_Category,Est_Horizon,BT_ATR_Pct,BT_SL_Level,TR_total_trades,TR_wins,TR_losses,TR_win_rate,TR_avg_win_pct,TR_avg_loss_pct,TR_profit_factor,TR_total_return_pct,TR_avg_holding_days,TR_long_trades,TR_short_trades,TR_long_win_rate,TR_short_win_rate,TR_stop_loss_exits,TR_signal_flip_exits,Tech_Score,News_Score,Fund_Score,Direction_Label,Horizon,Category,Hit,BT_Accuracy,BT_PF,BT_Trades,BT_Signal_Rate,N_Catalysts,News_Direction,Corrected,BT_Avg_SL,Momentum_Direction
HSCL,,,,,,2.7,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,1.86,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,0.48,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,0.58,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,2.99,,,,2026-07-29,,,,,,,,,,,,-1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,1.15,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,2.14,,,,2026-07-29,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.8,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,-0.96,,,,2026-07-29,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MARICO,,,,,,-0.52,,,,2026-07-29,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,0.6,,,,2026-07-29,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MSUMI,,,,,,-0.72,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,-2.16,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,0.15,,,,2026-07-29,,,,,,,,,,,,-3.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-94.9,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,2.3,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,3.03,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,1.09,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NETWEB,,,,,,-0.72,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,0.38,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,-0.25,,,,2026-07-29,,,,,,,,,,,,-2.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,0.82,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PAGEIND,,,,,,-0.25,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,4.14,,,,2026-07-29,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,-0.7,,,,2026-07-29,,,,,,,,,,,,-1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,2.63,,,,2026-07-29,,,,,,,,,,,,1.9,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,-0.9,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,0.93,,,,2026-07-29,,,,,,,,,,,,1.9,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,2.03,,,,2026-07-29,,,,,,,,,,,,6.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,2.54,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.3,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,0.41,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,0.95,,,,2026-07-29,,,,,,,,,,,,1.0,,-25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,2.0,NEGATIVE,,MID,,,,,,,,,,-1.0
ZFCVINDIA,,,,,,0.54,,,,2026-07-29,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,2.14,,,,2026-07-29,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,2.85,,,,2026-07-29,,,,,,,,,,,,6.4,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,MID,,,,,,,,,,0.0
AIAENG,,,,,,-1.72,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,-1.91,,,,2026-07-30,,,,,,,,,,,,7.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,-0.65,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,-0.44,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,-1.3,,,,2026-07-30,,,,,,,,,,,,-2.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,-0.31,,,,2026-07-30,,,,,,,,,,,,-4.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-4.1,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,-0.68,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,0.29,,,,2026-07-30,,,,,,,,,,,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,0.63,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,0.13,,,,2026-07-30,,,,,,,,,,,,0.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.4,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,-2.94,,,,2026-07-30,,,,,,,,,,,,0.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,1.27,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,-1.11,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,0.44,,,,2026-07-30,,,,,,,,,,,,4.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ELGIEQUIP,,,,,,-1.39,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
ENDURANCE,,,,,,0.75,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GABRIEL,,,,,,-1.61,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MEDANTA,,,,,,-1.15,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,-0.94,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,-2.3,,,,2026-07-30,,,,,,,,,,,,-2.6,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,5.0,POSITIVE,,MID,,,,,,,,,,1.0
HSCL,,,,,,-1.22,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,-0.15,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,1.5,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,1.27,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,-1.59,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,-2.22,,,,2026-07-30,,,,,,,,,,,,3.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,-1.05,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,0.49,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,-0.65,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MARICO,,,,,,0.76,,,,2026-07-30,,,,,,,,,,,,0.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MAXHEALTH,,,,,,1.21,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MSUMI,,,,,,-0.41,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MPHASIS,,,,,,-0.62,,,,2026-07-30,,,,,,,,,,,,4.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MCX,,,,,,-1.49,,,,2026-07-30,,,,,,,,,,,,-4.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-92.7,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NMDC,,,,,,-0.98,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NATIONALUM,,,,,,0.86,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NAVINFLUOR,,,,,,-2.74,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
NETWEB,,,,,,-3.87,,,,2026-07-30,,,,,,,,,,,,4.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
OBEROIRLTY,,,,,,-1.2,,,,2026-07-30,,,,,,,,,,,,3.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ONGC,,,,,,1.38,,,,2026-07-30,,,,,,,,,,,,-1.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
OFSS,,,,,,-2.55,,,,2026-07-30,,,,,,,,,,,,4.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PAGEIND,,,,,,2.02,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
PATANJALI,,,,,,-0.22,,,,2026-07-30,,,,,,,,,,,,0.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.7,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
RRKABEL,,,,,,0.13,,,,2026-07-30,,,,,,,,,,,,-2.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
SARDAEN,,,,,,-2.25,,,,2026-07-30,,,,,,,,,,,,1.1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MID,,,,,,,,,,0.0
SOLARINDS,,,,,,-0.15,,,,2026-07-30,,,,,,,,,,,,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TBOTEK,,,,,,-1.58,,,,2026-07-30,,,,,,,,,,,,1.8,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,MID,,,,,,,,,,0.0
TCS,,,,,,-0.6,,,,2026-07-30,,,,,,,,,,,,4.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,83.3,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
TRENT,,,,,,-0.2,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
UNOMINDA,,,,,,0.35,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
VIJAYA,,,,,,-0.86,,,,2026-07-30,,,,,,,,,,,,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
ZFCVINDIA,,,,,,-0.35,,,,2026-07-30,,,,,,,,,,,,1.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ZYDUSLIFE,,,,,,-0.68,,,,2026-07-30,,,,,,,,,,,,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
ECLERX,,,,,,-2.1,,,,2026-07-30,,,,,,,,,,,,4.2,,-24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,0.0,6.0,NEGATIVE,,MID,,,,,,,,,,-1.0
AIAENG,,,,,,0.6,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
AFFLE,,,,,,-2.26,,,,2026-07-31,,,,,,,,,,,,4.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
APARINDS,,,,,,4.39,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
ASIANPAINT,,,,,,0.04,,,,2026-07-31,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BLS,,,,,,0.27,,,,2026-07-31,,,,,,,,,,,,-1.5,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,NEUTRAL,,MID,,,,,,,,,,0.0
BSE,,,,,,3.28,,,,2026-07-31,,,,,,,,,,,,-1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.9,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BEL,,,,,,0.77,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
BIKAJI,,,,,,-0.32,,,,2026-07-31,,,,,,,,,,,,-0.7,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,MID,,,,,,,,,,0.0
BLUESTARCO,,,,,,-0.6,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
BRITANNIA,,,,,,-1.95,,,,2026-07-31,,,,,,,,,,,,-0.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.7,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
CAPLIPOINT,,,,,,-0.77,,,,2026-07-31,,,,,,,,,,,,-1.1,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
CEMPRO,,,,,,0.67,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
DOMS,,,,,,0.22,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
DIXON,,,,,,-2.02,,,,2026-07-31,,,,,,,,,,,,3.4,,-21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0,7.4,5.0,NEGATIVE,,LARGE,,,,,,,,,,-1.0
ELGIEQUIP,,,,,,0.09,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MID,,,,,,,,,,0.0
ENDURANCE,,,,,,-1.64,,,,2026-07-31,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GABRIEL,,,,,,3.58,,,,2026-07-31,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MEDANTA,,,,,,-0.76,,,,2026-07-31,,,,,,,,,,,,-1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRANULES,,,,,,-1.12,,,,2026-07-31,,,,,,,,,,,,-1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
GRAVITA,,,,,,2.43,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,NEUTRAL,,MID,,,,,,,,,,0.0
HSCL,,,,,,-1.3,,,,2026-07-31,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
HINDZINC,,,,,,0.62,,,,2026-07-31,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
INDHOTEL,,,,,,-1.43,,,,2026-07-31,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
JSL,,,,,,-0.4,,,,2026-07-31,,,,,,,,,,,,1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
KPIL,,,,,,0.54,,,,2026-07-31,,,,,,,,,,,,-1.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
LODHA,,,,,,-3.36,,,,2026-07-31,,,,,,,,,,,,1.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
LUPIN,,,,,,-0.26,,,,2026-07-31,,,,,,,,,,,,-1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,12.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
MRF,,,,,,-1.55,,,,2026-07-31,,,,,,,,,,,,1.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,NEUTRAL,,LARGE,,,,,,,,,,0.0
MANKIND,,,,,,-4.13,,,,2026-07-31,,,,,,,,,,,,-1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.5,3.0,NEUTRAL,,MEGA,,,,,,,,,,0.0
