Ticker,Date,Open,High,Low,Close,Volume,Market_Cap,Debt_Eq,Industry,SMA_9,SMA_22,STD_22,SMA_50,SMA_52,SMA_200,EMA_9,EMA_21,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Flag,ADX_14,ST_Direction,Knoxville_Divergence,OBV,up_true,SuperTrend,Ichi_Tenkan,Ichi_Kijun,ATR_14,Sector,Sub_Industry,ST_Value,ATR_Pct,PE_Ratio,PB_Ratio,ROE,Dividend_Yield,Debt_to_Equity
AFFLE,2025-02-07,1645.55,1691.9,1645.0,1664.8,301008,20198.81,,Advertising Agencies,1556.2166666666665,,,,,,1575.78216988672,1531.7008430740298,,35.77272191671386,15.94646631283474,19.82625560387912,,,,,-1,,,,,1573.6,,,Communication Services,Advertising Agencies,1471.785,,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-10,1673.85,1690.45,1599.7,1644.4,447004,20198.81,,Advertising Agencies,1572.038888888889,,,,,,1589.5057359093762,1541.9462209763906,,39.92836169958264,20.74284539018432,19.18551630939832,,,,,-1,,,,,1578.45,,,Communication Services,Advertising Agencies,1471.785,,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-11,1646.1,1656.8,1551.05,1568.45,330071,20198.81,,Advertising Agencies,1579.661111111111,,,,,,1585.2945887275012,1544.355655433082,,36.6704913106671,23.92837457428088,12.742116736386226,,,,,-1,,,,,1578.45,,,Communication Services,Advertising Agencies,1471.785,,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-12,1560.0,1581.0,1500.0,1527.4,396996,20198.81,,Advertising Agencies,1581.8222222222223,,,,,,1573.715670982001,1542.8142322118929,49.00470956438758,30.42548754373138,25.22779716817098,5.197690375560399,,,,,-1,,,,,1578.45,,72.61428571428573,Communication Services,Advertising Agencies,1471.785,4.75,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-13,1527.8,1584.5,1515.15,1556.3,238898,20198.81,,Advertising Agencies,1585.5944444444444,,,,,,1570.2325367856008,1544.0402111017208,53.78044752633101,27.491362227257923,25.680510179988367,1.810852047269556,,,,,-1,,,,,1584.35,,71.60000000000001,Communication Services,Advertising Agencies,1471.785,4.6,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-14,1555.1,1642.0,1487.6,1501.6,1812404,20198.81,,Advertising Agencies,1586.0444444444447,,,,,,1556.5060294284806,1540.1820100924735,45.15985486245094,20.515721455351013,24.64755243506089,-4.131830979709882,,,,,-1,,,,,1584.35,,77.68928571428572,Communication Services,Advertising Agencies,1471.785,5.17,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-17,1491.0,1564.0,1472.6,1544.0,401732,20198.81,,Advertising Agencies,1589.45,,,,,,1554.0048235427846,1540.5291000840666,51.63181346967142,18.199014623169436,23.357844872682605,-5.158830249513173,,,,,-1,,,,,1582.25,,80.09642857142858,Communication Services,Advertising Agencies,1471.785,5.19,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-18,1529.0,1552.25,1466.0,1479.55,220243,20198.81,,Advertising Agencies,1570.7666666666669,,,,,,1539.1138588342278,1534.9855455309696,43.27217317874189,11.035224203390044,20.89332073882409,-9.85809653543405,,,,,-1,,,,,1578.95,,83.33214285714288,Communication Services,Advertising Agencies,1471.785,5.63,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-19,1469.0,1495.8,1445.2,1472.05,337356,20198.81,,Advertising Agencies,1550.9499999999998,,,,,,1525.7010870673823,1529.264132300881,42.41161925255628,4.698519752526636,17.654360541564603,-12.955840789037968,,,,,-1,,,,,1568.5500000000002,,85.23928571428574,Communication Services,Advertising Agencies,1471.785,5.79,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-20,1460.0,1484.8,1440.35,1480.75,274133,20198.81,,Advertising Agencies,1530.5,,,,,,1516.710869653906,1524.853756637165,43.80763202044973,0.374337977605137,14.19835602877271,-13.824018051167574,1666.979495381236,1404.9505046187635,,,-1,,,,,1565.4,,82.48571428571431,Communication Services,Advertising Agencies,1471.785,5.57,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-21,1488.55,1598.0,1477.65,1546.0,1249804,20198.81,,Advertising Agencies,1519.5666666666666,,,,,,1522.5686957231248,1526.7761423974223,53.00834017384607,2.187308518876307,11.79614652679343,-9.608838007917123,1667.640051070784,1410.8949489292158,,,-1,,,,,1548.5749999999998,,87.38571428571431,Communication Services,Advertising Agencies,1471.785,5.65,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-24,1536.0,1536.0,1485.0,1491.85,208209,20198.81,,Advertising Agencies,1511.0555555555557,1534.415909090909,,,,,1516.4249565785,1523.601038543111,46.24160134306753,-0.7368576783485423,9.289545685765036,-10.02640336411358,1665.7415158234885,1416.088484176512,,,-1,,,,,1541.175,,88.01428571428573,Communication Services,Advertising Agencies,1471.785,5.9,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-25,1499.15,1525.6,1466.45,1511.05,203567,20198.81,,Advertising Agencies,1509.2388888888886,1535.8295454545455,,,,,1515.3499652628,1522.4600350391916,48.74021681677781,-1.4878499106089291,7.134066566490244,-8.621916477099173,1665.6645350453005,1417.0704649546997,,,-1,,,,,1541.175,,81.08928571428571,Communication Services,Advertising Agencies,1471.785,5.37,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-27,1507.15,1512.0,1445.3,1459.95,141658,20198.81,,Advertising Agencies,1498.5333333333333,1535.8772727272728,,,,,1504.26997221024,1516.7773045810832,43.01051409160315,-6.135631859979867,4.480126881196222,-10.615758741176087,1667.6910447277696,1411.0539552722305,,,-1,,,,,1541.175,,80.575,Communication Services,Advertising Agencies,1471.785,5.52,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-02-28,1450.0,1457.8,1381.85,1400.25,361780,20198.81,,Advertising Agencies,1487.272222222222,1531.2522727272728,,,,,1483.465977768192,1506.18391325553,37.46870644533869,-14.469527895982992,0.6901959257603796,-15.159723821743372,1676.1509081093411,1391.8240918906586,,,-1,,,,,1489.925,,82.80357142857143,Communication Services,Advertising Agencies,1176.1049999999998,5.91,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-03,1402.15,1415.35,1331.25,1400.45,271817,20198.81,,Advertising Agencies,1471.322222222222,1526.734090909091,,,,,1466.8627822145536,1496.5717393232092,37.49776090063173,-20.818084301444287,-3.6114601196805536,-17.206624181763733,1682.0990712129774,1373.6859287870225,,,-1,,,,,1464.625,1511.575,82.32857142857142,Communication Services,Advertising Agencies,1176.1049999999998,5.88,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-04,1361.05,1442.75,1361.05,1436.35,207189,20198.81,,Advertising Agencies,1466.5222222222224,1523.4795454545454,,,,,1460.7602257716428,1491.0970357483718,42.64893195194549,-22.69096371539308,-7.42736083882306,-15.263602876570022,1683.9256579957246,1365.7393420042754,,12.559444131051556,-1,,,,,1464.625,1511.575,80.61071428571428,Communication Services,Advertising Agencies,1182.18,5.61,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-05,1408.9,1463.05,1408.9,1434.05,302146,20198.81,,Advertising Agencies,1462.3000000000002,1519.465909090909,,,,,1455.4181806173142,1485.910941589429,42.40778926297202,-24.08320868398096,-10.75853040785464,-13.324678276126315,1685.0373070676562,1356.6976929323434,,12.024224129625312,-1,,,,,1464.625,1511.575,78.69285714285714,Communication Services,Advertising Agencies,1225.885,5.49,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-06,1455.6,1467.65,1422.75,1436.05,163324,20198.81,,Advertising Agencies,1457.3333333333333,1516.6704545454545,,,,,1451.5445444938514,1481.3781287176628,42.71112465096213,-24.740002221376244,-13.554824770558962,-11.185177450817282,1667.1546646398228,1353.415335360177,,11.431616594601111,-1,,,,,1464.625,1511.575,76.94642857142857,Communication Services,Advertising Agencies,1236.8200000000002,5.36,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-07,1444.0,1490.8,1429.8,1482.65,204616,20198.81,,Advertising Agencies,1450.2944444444447,1515.275,,,,,1457.7656355950812,1481.493753379693,49.39860370750558,-21.25526778803805,-15.094913374054784,-6.160354413983271,1644.5143310544022,1359.280668945598,,10.827379120494976,-1,,,,,1433.625,1511.575,70.27499999999999,Communication Services,Advertising Agencies,1246.955,4.74,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-10,1481.0,1499.0,1422.0,1429.45,181203,20198.81,,Advertising Agencies,1443.361111111111,1505.3545454545456,,,,,1452.1025084760652,1476.7625030724485,43.19884643076596,-22.52671211761026,-16.58127312276588,-5.94543899484438,1613.7208760045776,1366.5391239954226,,10.432958993865492,-1,,,,,1428.425,1511.575,69.24642857142855,Communication Services,Advertising Agencies,1260.16,4.84,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-11,1420.0,1460.0,1383.75,1451.65,156953,20198.81,,Advertising Agencies,1436.7611111111112,1496.3204545454546,,,,,1452.012006780852,1474.4795482476804,46.23144155357205,-21.49520312092045,-17.564059122396795,-3.931143998523656,1581.4132050635608,1379.571794936439,,10.119474181521054,-1,,,,,1421.625,1511.575,68.53214285714284,Communication Services,Advertising Agencies,1260.16,4.72,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-12,1459.95,1472.8,1430.1,1446.9,123199,20198.81,,Advertising Agencies,1435.3111111111111,1486.415909090909,,,,,1450.9896054246817,1471.9723165888004,45.66960518032311,-20.820998600768466,-18.215447018071128,-2.605551582697334,1567.3574388929424,1381.4725611070576,,9.545173566158946,-1,,,,,1415.125,1511.575,67.96785714285714,Communication Services,Advertising Agencies,1260.16,4.7,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-13,1464.35,1517.0,1397.65,1430.55,925029,20198.81,,Advertising Agencies,1438.677777777778,1476.6954545454546,,,,,1446.901684339745,1468.2066514443638,43.70093928046794,-21.359772853062395,-18.844312185069384,-2.515460667993011,1560.9705794166516,1378.1744205833484,,9.60490401811688,-1,,,,,1424.125,1511.575,73.31785714285714,Communication Services,Advertising Agencies,1260.16,5.13,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-17,1430.85,1443.25,1408.0,1425.1,162487,20198.81,,Advertising Agencies,1441.4166666666667,1470.1795454545454,,,,,1442.5413474717964,1464.2878649494216,43.0350069987689,-21.97323105240298,-19.470095958536103,-2.5031350938668737,1546.710093972838,1379.314906027162,,9.660368009220676,-1,,,,,1439.025,1511.575,67.23928571428571,Communication Services,Advertising Agencies,1260.16,4.72,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-18,1425.1,1425.1,1425.1,1425.1,0,20198.81,,Advertising Agencies,1440.1666666666667,1465.5295454545455,,,,,1439.0530779774372,1460.7253317722011,43.0350069987689,-22.20345350428056,-20.016767467685,-2.186686036595564,1542.4510187379897,1375.9239812620103,,9.7118702866742,-1,,,,,1450.375,1511.575,62.88214285714285,Communication Services,Advertising Agencies,1260.16,4.41,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-19,1448.0,1488.95,1437.0,1481.25,313575,20198.81,,Advertising Agencies,1445.4111111111113,1462.118181818182,,,,,1447.4924623819495,1462.5912107020013,51.80952259929822,-17.651594131771162,-19.54373280050223,1.892138668731068,1530.0735808801203,1382.0264191198794,,10.915064162654051,-1,,,,,1450.375,1510.85,63.21785714285716,Communication Services,Advertising Agencies,1290.64,4.27,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-20,1489.55,1513.9,1482.55,1509.05,235412,20198.81,,Advertising Agencies,1453.5222222222224,1462.456818181818,,,,,1459.8039699055598,1466.8147370018194,55.46696203849528,-11.66650095807563,-17.96828643201691,6.30178547394128,1534.631648631346,1380.4183513686542,,12.402635405512768,-1,,,,,1450.375,1494.025,60.7857142857143,Communication Services,Advertising Agencies,1332.3399999999997,4.03,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-21,1520.0,1548.0,1502.25,1541.65,171371,20198.81,,Advertising Agencies,1460.0777777777776,1462.35,,,,,1476.173175924448,1473.617942728927,59.36195117173093,-4.24380401619942,-15.223389948853413,10.979585932653992,1546.67836931933,1375.3316306806703,,14.24285560431958,-1,,,,,1465.875,1486.625,58.47500000000001,Communication Services,Advertising Agencies,1358.985,3.79,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-24,1540.0,1579.05,1536.9,1558.55,163635,20198.81,,Advertising Agencies,1474.4222222222222,1465.9409090909091,,,,,1492.6485407395585,1481.3390388444789,61.25388473387597,2.968209872919715,-11.585069984498787,14.553279857418504,1560.7975486736675,1368.9924513263322,,16.324832926363893,-1,,,,,1481.4,1486.625,55.47857142857144,Communication Services,Advertising Agencies,1397.4899999999998,3.56,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-25,1574.85,1599.0,1539.2,1575.55,297237,20198.81,,Advertising Agencies,1488.1888888888889,1470.6454545454546,,,,,1509.228832591647,1489.903671676799,63.11416978704565,9.940947707723351,-7.279866446054362,17.220814153777717,1568.2599687558468,1364.485031244153,,18.481450592426818,-1,,,,,1498.325,1486.625,53.91428571428571,Communication Services,Advertising Agencies,1413.775,3.42,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-26,1570.0,1639.1,1560.0,1601.9,740058,20198.81,,Advertising Agencies,1505.411111111111,1476.152272727273,,,,,1527.7630660733178,1500.0851560698172,65.85098743953482,17.392626094447223,-2.3453679379540446,19.737994032401268,1590.1281339297632,1353.6218660702368,,20.89201469284021,-1,,,,,1518.375,1485.175,55.69642857142857,Communication Services,Advertising Agencies,1443.37,3.48,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-27,1609.75,1738.8,1585.6,1655.7,318084,20198.81,,Advertising Agencies,1530.427777777778,1481.1386363636364,,,,,1553.3504528586543,1514.23196006347,70.6407842405055,27.32436698325432,3.588579046287629,23.73578793696669,1622.4758782025206,1335.7391217974791,,23.889162253832417,-1,,,,,1573.4,1535.025,63.43214285714286,Communication Services,Advertising Agencies,1472.87,3.83,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-03-28,1668.0,1679.45,1600.0,1608.55,205573,20198.81,,Advertising Agencies,1550.8111111111111,1486.4431818181818,,,,,1564.3903622869236,1522.8063273304274,62.38256729312241,31.033003098607423,9.077463856751589,21.955539241855835,1640.719954715526,1332.3550452844738,,26.672227846182327,-1,,,,,1581.9499999999998,1535.025,64.75,Communication Services,Advertising Agencies,1472.87,4.03,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-01,1607.95,1644.45,1587.45,1594.4,153845,20198.81,,Advertising Agencies,1569.6222222222225,1490.2318181818182,,,,,1570.392289829539,1529.3148430276613,60.111410484249454,32.45620229897122,13.753211545195516,18.702990753775705,1651.9925450511937,1340.497454948806,,28.890753612192416,-1,,,,,1587.9,1535.025,63.32142857142857,Communication Services,Advertising Agencies,1472.87,3.97,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-02,1591.05,1606.65,1560.0,1587.1,132620,20198.81,,Advertising Agencies,1581.3833333333332,1496.0113636363635,,,,,1573.7338318636314,1534.5680391160556,58.9196334378713,32.61903697391176,17.526376630938763,15.092660342972998,1659.5140572497148,1351.6409427502854,,30.17391786281583,-1,,,,,1610.675,1535.025,61.20714285714286,Communication Services,Advertising Agencies,1472.87,3.86,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-03,1572.7,1611.0,1563.05,1602.6,202935,20198.81,,Advertising Agencies,1591.7777777777778,1505.209090909091,,,,,1579.5070654909052,1540.7527628327778,60.7012347533639,33.6113543178235,20.743372168315712,12.867982149507784,1670.0256818856428,1357.754318114357,,31.409580144798177,-1,,,,,1620.525,1535.025,61.58214285714286,Communication Services,Advertising Agencies,1472.87,3.84,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-04,1587.9,1609.0,1513.85,1522.25,297803,20198.81,,Advertising Agencies,1589.6222222222225,1510.7454545454543,,,,,1568.0556523927244,1539.070693484343,48.86940017047402,27.59608893977338,22.113915522607247,5.482173417166134,1669.8559094334842,1366.7440905665158,,31.249826461591816,-1,,,,,1626.3249999999998,1535.025,59.85357142857145,Communication Services,Advertising Agencies,1472.87,3.93,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-07,1246.0,1464.9,1246.0,1447.85,260060,20198.81,,Advertising Agencies,1577.322222222222,1511.2681818181818,,,,,1544.0145219141796,1530.777903167585,40.91651153217415,16.63374610580513,21.017881639246824,-4.384135533441693,1669.1843413859333,1368.5956586140665,,30.819618102475044,-1,,,,,1492.4,1492.4,77.06785714285716,Communication Services,Advertising Agencies,1472.87,5.32,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-08,1469.95,1490.05,1441.0,1459.95,317635,20198.81,,Advertising Agencies,1564.4777777777776,1512.4454545454546,,1513.461,,,1527.2016175313438,1524.3390028796227,42.55387739519869,8.820699770293913,18.57844526545624,-9.757745495162329,1669.5371635038011,1365.9728364961986,,30.054783368469472,-1,,,,,1492.4,1492.4,80.57142857142858,Communication Services,Advertising Agencies,1182.4450000000002,5.52,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-09,1469.45,1469.45,1391.55,1401.7,355912,20198.81,,Advertising Agencies,1542.2333333333331,1510.884090909091,,1511.896,,,1502.1012940250753,1513.190002617839,37.20808419551738,-2.047877270580102,14.453180758248974,-16.50105802882908,1672.006864777748,1360.7281352222517,,29.79882217954673,-1,,,,,1492.4,1492.4,81.57500000000002,Communication Services,Advertising Agencies,1182.4450000000002,5.82,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-11,1450.0,1524.0,1419.8,1501.55,631714,20198.81,,Advertising Agencies,1525.1055555555554,1511.7431818181817,,1512.749,1511.0826923076925,,1501.9910352200602,1512.1318205616717,49.02859941149161,-2.574564384990481,11.047631729601084,-13.622196114591564,1671.7083868650998,1366.0166131349,,28.780652634174523,-1,,,,,1462.725,1492.4,87.97857142857143,Communication Services,Advertising Agencies,1182.4450000000002,5.86,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-15,1535.0,1551.8,1510.0,1541.4,175432,20198.81,,Advertising Agencies,1517.6444444444444,1516.831818181818,,1513.5369999999998,1512.264423076923,,1509.8728281760482,1514.7925641469744,52.843954722586,0.2210461593888339,8.882314615558634,-8.6612684561698,1672.8676565231592,1374.307343476841,,27.461581008003343,-1,,,,,1445.225,1492.4,88.3,Communication Services,Advertising Agencies,1260.315,5.73,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-16,1535.0,1565.9,1532.0,1538.7,128973,20198.81,,Advertising Agencies,1511.4555555555555,1520.7886363636362,,1514.314,1513.7990384615382,,1515.6382625408387,1516.9659674063405,52.55690421515472,2.1934356610033774,7.544538824647583,-5.351103163644206,1671.7788075000472,1386.211192499953,,26.04658995972726,-1,,,,,1428.5,1492.4,87.7107142857143,Communication Services,Advertising Agencies,1292.03,5.7,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-17,1537.3,1570.0,1516.2,1566.2,129452,20198.81,,Advertising Agencies,1509.1333333333334,1526.2113636363638,,1515.4790000000005,1515.0336538461538,,1525.750610032671,1521.441788551219,55.22471474005855,5.907490847043391,7.217129229126746,-1.3096383820833548,1670.944777707039,1401.1552222929608,,24.91931929021294,-1,,,,,1428.5,1492.4,87.28214285714287,Communication Services,Advertising Agencies,1292.03,5.57,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-21,1566.0,1589.7,1545.6,1584.8,129779,20198.81,,Advertising Agencies,1507.1555555555556,1533.2227272727273,,1516.7279999999998,1516.6673076923075,,1537.560488026137,1527.2016259556533,56.98649495544712,10.233801994544365,7.82046378221027,2.4133382123340947,1669.879775313416,1418.190224686584,,23.584275114074902,-1,,,,,1427.5,1492.4,84.78214285714289,Communication Services,Advertising Agencies,1312.455,5.35,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-22,1575.0,1598.0,1570.2,1583.3,110452,20198.81,,Advertising Agencies,1513.9388888888889,1540.4136363636362,,1518.443,1518.1163461538465,,1546.7083904209096,1532.301478141503,56.79242122684364,13.38707936658011,8.93378689908424,4.453292467495871,1672.514870931199,1425.760129068801,,22.220631173246943,-1,,,,,1422.0,1492.4,75.82500000000003,Communication Services,Advertising Agencies,1334.9499999999998,4.79,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-23,1588.7,1618.0,1584.0,1593.0,205049,20198.81,,Advertising Agencies,1530.0666666666666,1548.0454545454545,,1520.036,1519.475,,1555.9667123367276,1537.8195255831845,57.79343481485597,16.47882569092053,10.442794657451495,6.036031033469033,1676.6821058692328,1429.9878941307672,,20.650838527826306,-1,,,,,1504.775,1492.4,72.62857142857146,Communication Services,Advertising Agencies,1369.985,4.56,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-24,1603.0,1613.9,1584.4,1598.3,95048,20198.81,,Advertising Agencies,1545.4388888888889,1553.3659090909089,,1519.0479999999998,1521.4125,,1564.4333698693822,1543.3177505301674,58.36106885799772,19.13613320211698,12.181462366384594,6.9546708357323865,1680.9778963070214,1431.3571036929786,,19.19317392850713,-1,,,,,1504.775,1492.4,70.66428571428574,Communication Services,Advertising Agencies,1442.16,4.42,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-25,1590.4,1608.9,1544.5,1603.0,258197,20198.81,,Advertising Agencies,1567.8055555555557,1557.6363636363635,,1518.1,1523.1365384615383,,1572.1466958955057,1548.7434095728795,58.889091048343744,21.37492246926945,14.020154386961565,7.354768082307885,1684.9498115308993,1431.8301884691004,,18.45246004740416,-1,,,,,1518.9,1492.4,71.93214285714289,Communication Services,Advertising Agencies,1442.16,4.49,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-28,1600.0,1638.0,1588.0,1619.0,204718,20198.81,,Advertising Agencies,1580.8555555555556,1561.1522727272727,,1517.184,1522.5846153846153,,1581.5173567164045,1555.1303723389815,60.71543012746471,24.161724060693587,16.048468321707972,8.113255738985615,1689.8254261580723,1431.2995738419277,,17.272798581085087,-1,,,,,1574.0,1492.4,72.07857142857145,Communication Services,Advertising Agencies,1459.775,4.45,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-29,1625.0,1638.7,1613.0,1620.3,161788,20198.81,,Advertising Agencies,1589.622222222222,1563.9590909090912,,1516.7020000000002,1522.0057692307694,,1589.2738853731237,1561.0548839445285,60.8675442333546,26.17347204188718,18.07346906574381,8.100002976143365,1692.237511074347,1430.727488925653,,16.165482732118207,-1,,,,,1577.45,1492.4,67.11785714285716,Communication Services,Advertising Agencies,1501.6049999999998,4.14,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-04-30,1619.7,1630.0,1576.0,1584.0,239897,20198.81,,Advertising Agencies,1594.6555555555556,1564.3431818181818,,1517.013,1520.451923076923,,1588.219108298499,1563.140803585935,54.519403603150096,24.555628186219565,19.369900889838966,5.185727296380598,1681.512524103911,1434.2824758960892,,15.7351813266967,-1,,,,,1577.45,1492.4,51.24285714285717,Communication Services,Advertising Agencies,1501.6049999999998,3.24,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-05-02,1565.5,1606.6,1565.5,1591.7,210804,20198.81,,Advertising Agencies,1597.4888888888888,1563.8795454545457,,1518.299,1519.4384615384615,,1588.9152866387994,1565.7370941690317,55.57775537674157,23.622495499457276,20.22041981176263,3.4020756876946443,1679.4400175728863,1434.6699824271134,,15.498533214152207,-1,,,,,1591.6,1492.4,50.67500000000002,Communication Services,Advertising Agencies,1501.6049999999998,3.18,44.45,5.52,13.79,0.0,0.41
AFFLE,2025-05-05,1620.0,1621.5,1583.0,1588.9,330075,20198.81,,Advertising Agencies,1597.9444444444443,1560.8431818181818,,1518.9509999999998,1519.8317307692307,,1588.9122293110397,1567.842812880938,55.075855450502665,22.398844585333563,20.65610476647682,1.7427398188567444,1678.8359681802615,1434.724031819739,,14.978932301092811,-1,,,,,1591.6,1492.4,47.8607142857143,Communication Services,Advertising Agencies,1501.6049999999998,3.01,44.45,5.52,13.79,0.0,0.41
